59784720	KBBBBBvK.rtbw
264510736	KBBBBBvK.rtbz
45612752	KBBBBNvK.rtbw
1426493776	KBBBBNvK.rtbz
207384592	KBBBBPvK.rtbw
328228432	KBBBBPvK.rtbz
586926992	KBBBBvKB.rtbw
819732432	KBBBBvKB.rtbz
229161872	KBBBBvKN.rtbw
842117712	KBBBBvKN.rtbz
1097126672	KBBBBvKP.rtbw
1017506832	KBBBBvKP.rtbz
1404985104	KBBBBvKQ.rtbw
1150639568	KBBBBvKQ.rtbz
344113488	KBBBBvKR.rtbw
1452021776	KBBBBvKR.rtbz
7392976	KBBBBvK.rtbw
27287312	KBBBBvK.rtbz
114984528	KBBBNNvK.rtbw
3121053008	KBBBNNvK.rtbz
488014544	KBBBNPvK.rtbw
750385104	KBBBNPvK.rtbz
1194989008	KBBBNvKB.rtbw
5500184016	KBBBNvKB.rtbz
121048272	KBBBNvKN.rtbw
5354376080	KBBBNvKN.rtbz
2885594064	KBBBNvKP.rtbw
5384825616	KBBBNvKP.rtbz
8034889296	KBBBNvKQ.rtbw
5680054608	KBBBNvKQ.rtbz
3218733968	KBBBNvKR.rtbw
10171866832	KBBBNvKR.rtbz
2361872	KBBBNvK.rtbw
132436304	KBBBNvK.rtbz
191930704	KBBBPPvK.rtbw
106358800	KBBBPPvK.rtbz
5157993808	KBBBPvKB.rtbw
3434519248	KBBBPvKB.rtbz
3317997328	KBBBPvKN.rtbw
3091892048	KBBBPvKN.rtbz
2884122192	KBBBPvKP.rtbw
1150176528	KBBBPvKP.rtbz
22683802512	KBBBPvKQ.rtbw
10930192464	KBBBPvKQ.rtbz
7976407312	KBBBPvKR.rtbw
6607752592	KBBBPvKR.rtbz
15914576	KBBBPvK.rtbw
19743760	KBBBPvK.rtbz
543257488	KBBBvKBB.rtbw
66233808	KBBBvKBB.rtbz
3271845840	KBBBvKBN.rtbw
4010586640	KBBBvKBN.rtbz
12139976464	KBBBvKBP.rtbw
6201116048	KBBBvKBP.rtbz
47843536	KBBBvKB.rtbw
60644496	KBBBvKB.rtbz
2022733456	KBBBvKNN.rtbw
3443458256	KBBBvKNN.rtbz
10697385552	KBBBvKNP.rtbw
9411050832	KBBBvKNP.rtbz
33066768	KBBBvKN.rtbw
91589200	KBBBvKN.rtbz
4362743952	KBBBvKPP.rtbw
1302287376	KBBBvKPP.rtbz
125973264	KBBBvKP.rtbw
90165968	KBBBvKP.rtbz
1498621648	KBBBvKQB.rtbw
5208915536	KBBBvKQB.rtbz
1834003344	KBBBvKQN.rtbw
5484444304	KBBBvKQN.rtbz
17531320848	KBBBvKQP.rtbw
8156402320	KBBBvKQP.rtbz
305121104	KBBBvKQQ.rtbw
445147472	KBBBvKQQ.rtbz
1355052304	KBBBvKQR.rtbw
2200438544	KBBBvKQR.rtbz
123568656	KBBBvKQ.rtbw
75157904	KBBBvKQ.rtbz
1424915024	KBBBvKRB.rtbw
238071440	KBBBvKRB.rtbz
4118907344	KBBBvKRN.rtbw
970112400	KBBBvKRN.rtbz
14696705104	KBBBvKRP.rtbw
19132632720	KBBBvKRP.rtbz
